gene_name	gamma2	GAP kcat / GEF kcat	GAP_kcat	GAP_kcat_Km	GAP_Km	GAP/GEF efficiency	GEF_kcat	GEF_kcat_Km	GEF_Km
GUP2	0.13259870882635916	-0.233201581027668	0.043478260869565216	-0.003952569169960474	0.003952569169960474	0.14624505928853754	0.3247531119565343	-0.1225296442687747	0.19802019021739894
GYP1	-0.15469849363075236	-0.05138339920948617	0.08300395256916997	-0.16996047430830039	0.2015810276679842	-0.003952569169960474	0.031683230434783834	-0.05138339920948617	0.08712888369565554
GYP8	-0.17679827843514556	0.1383399209486166	0.06719367588932806	0.08300395256916997	-0.11462450592885376	0.05928853754940711	-0.10297049891304745	0.011857707509881422	-0.0950496913043515
HAC1	-0.17679827843514556	0.019762845849802372	-0.14624505928853754	-0.3359683794466403	0.24110671936758893	-0.1067193675889328	-0.15841615217391916	-0.011857707509881422	-0.007920807608695958
HAL5	-0.11049892402196597	-0.019762845849802372	0.24110671936758893	-0.02766798418972332	0.011857707509881422	0.2015810276679842	0.11089130652174341	-0.17786561264822134	0.08712888369565554
HAM1	0.022099784804393195	0.13043478260869565	-0.17786561264822134	-0.13043478260869565	0.13043478260869565	-0.1225296442687747	-0.25346584347827067	0.13043478260869565	-0.16633695978261512
HAP2	0.3535965568702911	-0.1383399209486166	-0.14624505928853754	-0.20948616600790515	0.24110671936758893	-0.043478260869565216	0.08712888369565554	-0.02766798418972332	0.11089130652174341
HAP3	0.3314967720658979	-0.25691699604743085	-0.2015810276679842	-0.1067193675889328	0.09090909090909091	0.16996047430830039	0.21386180543479086	-0.19367588932806323	0.380198765217406
HAP4	-0.06629935441317958	0.1541501976284585	0.003952569169960474	-0.16996047430830039	0.2015810276679842	-0.19367588932806323	-0.1504953445652232	0.233201581027668	-0.07920807608695958
HAP5	0.3314967720658979	-0.1225296442687747	-0.08300395256916997	0.02766798418972332	0.019762845849802372	-0.02766798418972332	0.14257453695652725	0.13043478260869565	0
HAT1	0.04419956960878639	0.02766798418972332	-0.28063241106719367	-0.21739130434782608	0.16996047430830039	-0.20948616600790515	-0.11881211413043936	0.1225296442687747	-0.1504953445652232
HAT2	-0.13259870882635916	0.09090909090909091	0.03557312252964427	-0.16996047430830039	0.21739130434782608	-0.24110671936758893	-0.15841615217391916	0.05928853754940711	-0.04752484565217575
HBT1	-0.2651974176527183	-0.043478260869565216	-0.3201581027667984	-0.19367588932806323	0.03557312252964427	-0.07509881422924901	-0.0950496913043515	0.019762845849802372	-0.07128726847826362
HCM1	-0.13259870882635916	-0.06719367588932806	0.09881422924901186	-0.011857707509881422	-0.019762845849802372	0.3438735177865613	0.11881211413043936	-0.4150197628458498	0.2693074586956626
HDA1	-0.2872972024571115	-0.09090909090909091	-0.2727272727272727	-0.3939393939393939	0.3246753246753247	-0.2554112554112554	-0.11279853002447457	0.15151515151515152	-0.07809129001694393
