ORF	Gene	gene_set	set_label
YLR035C	MLH2	Mlh1p/Mlh2p complex	wodak complexes
YDR172W	SUP35	translation release factor complex	wodak complexes
YBR143C	SUP45	translation release factor complex	wodak complexes
YNL071W	LAT1	mitochondrial pyruvate dehydrogenase complex	wodak complexes
YFL018C	LPD1	mitochondrial pyruvate dehydrogenase complex	wodak complexes
YER178W	PDA1	mitochondrial pyruvate dehydrogenase complex	wodak complexes
YBR221C	PDB1	mitochondrial pyruvate dehydrogenase complex	wodak complexes
YGR193C	PDX1	mitochondrial pyruvate dehydrogenase complex	wodak complexes
YIL042C	PKP1	mitochondrial pyruvate dehydrogenase complex	wodak complexes
YOR090C	PTC5	mitochondrial pyruvate dehydrogenase complex	wodak complexes
YPL255W	BBP1	Mps2p/Bbp1p complex	wodak complexes
YGL075C	MPS2	Mps2p/Bbp1p complex	wodak complexes
YLR457C	NBP1	Mps2p/Bbp1p complex	wodak complexes
YJL098W	SAP185	Sap185p/Sit4p complex	wodak complexes
YDL047W	SIT4	Sap185p/Sit4p complex	wodak complexes
YDR448W	ADA2	SLIK (SAGA-like) complex	wodak complexes
YER164W	CHD1	SLIK (SAGA-like) complex	wodak complexes
YGR252W	GCN5	SLIK (SAGA-like) complex	wodak complexes
YPL254W	HFI1	SLIK (SAGA-like) complex	wodak complexes
YDR176W	NGG1	SLIK (SAGA-like) complex	wodak complexes
YGL252C	RTG2	SLIK (SAGA-like) complex	wodak complexes
YGL066W	SGF73	SLIK (SAGA-like) complex	wodak complexes
YOL148C	SPT20	SLIK (SAGA-like) complex	wodak complexes
YDR392W	SPT3	SLIK (SAGA-like) complex	wodak complexes
YBR081C	SPT7	SLIK (SAGA-like) complex	wodak complexes
YDR167W	TAF10	SLIK (SAGA-like) complex	wodak complexes
YDR145W	TAF12	SLIK (SAGA-like) complex	wodak complexes
YBR198C	TAF5	SLIK (SAGA-like) complex	wodak complexes
YGL112C	TAF6	SLIK (SAGA-like) complex	wodak complexes
YMR236W	TAF9	SLIK (SAGA-like) complex	wodak complexes
YHR099W	TRA1	SLIK (SAGA-like) complex	wodak complexes
YMR223W	UBP8	SLIK (SAGA-like) complex	wodak complexes
YOR250C	CLP1	mRNA cleavage factor complex (CFI)	wodak complexes
YOL123W	HRP1	mRNA cleavage factor complex (CFI)	wodak complexes
YDR228C	PCF11	mRNA cleavage factor complex (CFI)	wodak complexes
YMR061W	RNA14	mRNA cleavage factor complex (CFI)	wodak complexes
YGL044C	RNA15	mRNA cleavage factor complex (CFI)	wodak complexes
YBR160W	CDC28	Cdc28p/Clb2p complex	wodak complexes
YPR119W	CLB2	Cdc28p/Clb2p complex	wodak complexes
YLR191W	PEX13	peroxin docking complex	wodak complexes
YGL153W	PEX14	peroxin docking complex	wodak complexes
YNL214W	PEX17	peroxin docking complex	wodak complexes
YOR142W	LSC1	Succinyl-CoA ligase	wodak complexes
YGR244C	LSC2	Succinyl-CoA ligase	wodak complexes
YFL041W	FET5	Fth1p/Fet5p complex	wodak complexes
YBR207W	FTH1	Fth1p/Fet5p complex	wodak complexes
YIR017C	MET28	Met4p/Met28p/Met32p complex	wodak complexes
YDR253C	MET32	Met4p/Met28p/Met32p complex	wodak complexes
YNL103W	MET4	Met4p/Met28p/Met32p complex	wodak complexes
YPL169C	MEX67	Mtr2p/Mex67p complex	wodak complexes
YKL186C	MTR2	Mtr2p/Mex67p complex	wodak complexes
YFR013W	IOC3	ISW1a complex	wodak complexes
YBR245C	ISW1	ISW1a complex	wodak complexes
YOR194C	TOA1	transcription factor TFIIA complex	wodak complexes
YKL058W	TOA2	transcription factor TFIIA complex	wodak complexes
YPL082C	MOT1	Mot1p complex	wodak complexes
YER148W	SPT15	Mot1p complex	wodak complexes
YMR116C	ASC1	cytoplasmic ribosomal small subunit	wodak complexes
YGR214W	RPS0A	cytoplasmic ribosomal small subunit	wodak complexes
YLR048W	RPS0B	cytoplasmic ribosomal small subunit	wodak complexes
YOR293W	RPS10A	cytoplasmic ribosomal small subunit	wodak complexes
YMR230W	RPS10B	cytoplasmic ribosomal small subunit	wodak complexes
YDR025W	RPS11A	cytoplasmic ribosomal small subunit	wodak complexes
YBR048W	RPS11B	cytoplasmic ribosomal small subunit	wodak complexes
YOR369C	RPS12	cytoplasmic ribosomal small subunit	wodak complexes
YDR064W	RPS13	cytoplasmic ribosomal small subunit	wodak complexes
YCR031C	RPS14A	cytoplasmic ribosomal small subunit	wodak complexes
YJL191W	RPS14B	cytoplasmic ribosomal small subunit	wodak complexes
YOL040C	RPS15	cytoplasmic ribosomal small subunit	wodak complexes
YMR143W	RPS16A	cytoplasmic ribosomal small subunit	wodak complexes
YDL083C	RPS16B	cytoplasmic ribosomal small subunit	wodak complexes
YML024W	RPS17A	cytoplasmic ribosomal small subunit	wodak complexes
YDR447C	RPS17B	cytoplasmic ribosomal small subunit	wodak complexes
YDR450W	RPS18A	cytoplasmic ribosomal small subunit	wodak complexes
YML026C	RPS18B	cytoplasmic ribosomal small subunit	wodak complexes
YOL121C	RPS19A	cytoplasmic ribosomal small subunit	wodak complexes
YNL302C	RPS19B	cytoplasmic ribosomal small subunit	wodak complexes
YLR441C	RPS1A	cytoplasmic ribosomal small subunit	wodak complexes
YML063W	RPS1B	cytoplasmic ribosomal small subunit	wodak complexes
YGL123W	RPS2	cytoplasmic ribosomal small subunit	wodak complexes
YHL015W	RPS20	cytoplasmic ribosomal small subunit	wodak complexes
YKR057W	RPS21A	cytoplasmic ribosomal small subunit	wodak complexes
YJL136C	RPS21B	cytoplasmic ribosomal small subunit	wodak complexes
YJL190C	RPS22A	cytoplasmic ribosomal small subunit	wodak complexes
YLR367W	RPS22B	cytoplasmic ribosomal small subunit	wodak complexes
YGR118W	RPS23A	cytoplasmic ribosomal small subunit	wodak complexes
YPR132W	RPS23B	cytoplasmic ribosomal small subunit	wodak complexes
YER074W	RPS24A	cytoplasmic ribosomal small subunit	wodak complexes
YIL069C	RPS24B	cytoplasmic ribosomal small subunit	wodak complexes
YGR027C	RPS25A	cytoplasmic ribosomal small subunit	wodak complexes
YLR333C	RPS25B	cytoplasmic ribosomal small subunit	wodak complexes
YGL189C	RPS26A	cytoplasmic ribosomal small subunit	wodak complexes
YER131W	RPS26B	cytoplasmic ribosomal small subunit	wodak complexes
YKL156W	RPS27A	cytoplasmic ribosomal small subunit	wodak complexes
YHR021C	RPS27B	cytoplasmic ribosomal small subunit	wodak complexes
YOR167C	RPS28A	cytoplasmic ribosomal small subunit	wodak complexes
YLR264W	RPS28B	cytoplasmic ribosomal small subunit	wodak complexes
YLR388W	RPS29A	cytoplasmic ribosomal small subunit	wodak complexes
YDL061C	RPS29B	cytoplasmic ribosomal small subunit	wodak complexes
YNL178W	RPS3	cytoplasmic ribosomal small subunit	wodak complexes
YLR287C-A	RPS30A	cytoplasmic ribosomal small subunit	wodak complexes
YOR182C	RPS30B	cytoplasmic ribosomal small subunit	wodak complexes
YLR167W	RPS31	cytoplasmic ribosomal small subunit	wodak complexes
YJR145C	RPS4A	cytoplasmic ribosomal small subunit	wodak complexes
YHR203C	RPS4B	cytoplasmic ribosomal small subunit	wodak complexes
YJR123W	RPS5	cytoplasmic ribosomal small subunit	wodak complexes
YPL090C	RPS6A	cytoplasmic ribosomal small subunit	wodak complexes
YBR181C	RPS6B	cytoplasmic ribosomal small subunit	wodak complexes
YOR096W	RPS7A	cytoplasmic ribosomal small subunit	wodak complexes
YNL096C	RPS7B	cytoplasmic ribosomal small subunit	wodak complexes
YBL072C	RPS8A	cytoplasmic ribosomal small subunit	wodak complexes
YER102W	RPS8B	cytoplasmic ribosomal small subunit	wodak complexes
YPL081W	RPS9A	cytoplasmic ribosomal small subunit	wodak complexes
YBR189W	RPS9B	cytoplasmic ribosomal small subunit	wodak complexes
YOL067C	RTG1	Rtg1p/Rtg3p complex	wodak complexes
YBL103C	RTG3	Rtg1p/Rtg3p complex	wodak complexes
YPL096C-A	ERI1	glycosylphosphatidylinositol-N-acetylglucosaminyltransferase (GPI-GnT) complex	wodak complexes
YGR216C	GPI1	glycosylphosphatidylinositol-N-acetylglucosaminyltransferase (GPI-GnT) complex	wodak complexes
YNL038W	GPI15	glycosylphosphatidylinositol-N-acetylglucosaminyltransferase (GPI-GnT) complex	wodak complexes
YDR437W	GPI19	glycosylphosphatidylinositol-N-acetylglucosaminyltransferase (GPI-GnT) complex	wodak complexes
YPL076W	GPI2	glycosylphosphatidylinositol-N-acetylglucosaminyltransferase (GPI-GnT) complex	wodak complexes
YPL175W	SPT14	glycosylphosphatidylinositol-N-acetylglucosaminyltransferase (GPI-GnT) complex	wodak complexes
YBR097W	VPS15	phosphatidylinositol (PtdIns) 3-kinase complex (functions in CPY sorting)	wodak complexes
YPL120W	VPS30	phosphatidylinositol (PtdIns) 3-kinase complex (functions in CPY sorting)	wodak complexes
YLR240W	VPS34	phosphatidylinositol (PtdIns) 3-kinase complex (functions in CPY sorting)	wodak complexes
YLR360W	VPS38	phosphatidylinositol (PtdIns) 3-kinase complex (functions in CPY sorting)	wodak complexes
YDR123C	INO2	Ino2p/Ino4p basic helix-loop-helix heteromeric complex	wodak complexes
YOL108C	INO4	Ino2p/Ino4p basic helix-loop-helix heteromeric complex	wodak complexes
YER087C-B	SBH1	Sec61p translocon complex	wodak complexes
YLR378C	SEC61	Sec61p translocon complex	wodak complexes
YDR086C	SSS1	Sec61p translocon complex	wodak complexes
YNR051C	BRE5	Ubp3p/Bre5p complex	wodak complexes
YER151C	UBP3	Ubp3p/Bre5p complex	wodak complexes
YDL095W	PMT1	Protein O-mannosyltransferase(Pmt1p/Pmt2p)	wodak complexes
YAL023C	PMT2	Protein O-mannosyltransferase(Pmt1p/Pmt2p)	wodak complexes
YKL002W	DID4	ESCRT III complex	wodak complexes
YLR025W	SNF7	ESCRT III complex	wodak complexes
YMR077C	VPS20	ESCRT III complex	wodak complexes
YKL041W	VPS24	ESCRT III complex	wodak complexes
YBR179C	FZO1	Mgm1p/Ugo1p/Fzo1p complex	wodak complexes
YOR211C	MGM1	Mgm1p/Ugo1p/Fzo1p complex	wodak complexes
YDR470C	UGO1	Mgm1p/Ugo1p/Fzo1p complex	wodak complexes
YML067C	ERV41	Erv41p/Erv46p complex	wodak complexes
YAL042W	ERV46	Erv41p/Erv46p complex	wodak complexes
YLR095C	IOC2	ISW1b complex	wodak complexes
YMR044W	IOC4	ISW1b complex	wodak complexes
YBR245C	ISW1	ISW1b complex	wodak complexes
YLR148W	PEP3	HOPS complex	wodak complexes
YMR231W	PEP5	HOPS complex	wodak complexes
YDL077C	VAM6	HOPS complex	wodak complexes
YPL045W	VPS16	HOPS complex	wodak complexes
YLR396C	VPS33	HOPS complex	wodak complexes
YDR080W	VPS41	HOPS complex	wodak complexes
YGR032W	GSC2	1,3-beta-glucan synthase complex (Gsc2p/Smk1p)	wodak complexes
YPR054W	SMK1	1,3-beta-glucan synthase complex (Gsc2p/Smk1p)	wodak complexes
YNL325C	FIG4	Fig4p/Vac14p complex	wodak complexes
YLR386W	VAC14	Fig4p/Vac14p complex	wodak complexes
YDR363W-A	SEM1	19/22S regulator	wodak complexes
YHL030W	ECM29	19/22S regulator	wodak complexes
YFR010W	UBP6	19/22S regulator	wodak complexes
YGR232W	NAS6	19/22S regulator	wodak complexes
YHR027C	RPN1	19/22S regulator	wodak complexes
YHR200W	RPN10	19/22S regulator	wodak complexes
YFR004W	RPN11	19/22S regulator	wodak complexes
YFR052W	RPN12	19/22S regulator	wodak complexes
YLR421C	RPN13	19/22S regulator	wodak complexes
YIL075C	RPN2	19/22S regulator	wodak complexes
YER021W	RPN3	19/22S regulator	wodak complexes
YDL147W	RPN5	19/22S regulator	wodak complexes
YDL097C	RPN6	19/22S regulator	wodak complexes
YPR108W	RPN7	19/22S regulator	wodak complexes
YOR261C	RPN8	19/22S regulator	wodak complexes
YDR427W	RPN9	19/22S regulator	wodak complexes
YKL145W	RPT1	19/22S regulator	wodak complexes
YDL007W	RPT2	19/22S regulator	wodak complexes
YDR394W	RPT3	19/22S regulator	wodak complexes
YOR259C	RPT4	19/22S regulator	wodak complexes
YOR117W	RPT5	19/22S regulator	wodak complexes
YGL048C	RPT6	19/22S regulator	wodak complexes
YMR038C	CCS1	Sod1p/Ccs1p complex	wodak complexes
YJR104C	SOD1	Sod1p/Ccs1p complex	wodak complexes
YKL193C	SDS22	Sds22p/Glc7p complex	wodak complexes
YER133W	GLC7	Sds22p/Glc7p complex	wodak complexes
YLR229C	CDC42	Cdc42p/Ste20p complex	wodak complexes
YHL007C	STE20	Cdc42p/Ste20p complex	wodak complexes
YPL024W	RMI1	RecQ helicase-Topo III complex	wodak complexes
YMR190C	SGS1	RecQ helicase-Topo III complex	wodak complexes
YLR234W	TOP3	RecQ helicase-Topo III complex	wodak complexes
YNL289W	PCL1	Pho85p/Pcl1p complex	wodak complexes
YPL031C	PHO85	Pho85p/Pcl1p complex	wodak complexes
YGL208W	SIP2	Snf1p/Snf4p/Sip2p complex	wodak complexes
YDR477W	SNF1	Snf1p/Snf4p/Sip2p complex	wodak complexes
YGL115W	SNF4	Snf1p/Snf4p/Sip2p complex	wodak complexes
YLR319C	BUD6	polarisome complex	wodak complexes
YER149C	PEA2	polarisome complex	wodak complexes
YLL021W	SPA2	polarisome complex	wodak complexes
YPR176C	BET2	Geranylgeranyltransferase II (GGTase II)	wodak complexes
YJL031C	BET4	Geranylgeranyltransferase II (GGTase II)	wodak complexes
YBL025W	RRN10	RNA polymerase I upstream activating factor complex	wodak complexes
YLR141W	RRN5	RNA polymerase I upstream activating factor complex	wodak complexes
YMR270C	RRN9	RNA polymerase I upstream activating factor complex	wodak complexes
YOR295W	UAF30	RNA polymerase I upstream activating factor complex	wodak complexes
YBR010W	HHT1	RNA polymerase I upstream activating factor complex	wodak complexes
YBR009C	HHF1	RNA polymerase I upstream activating factor complex	wodak complexes
YPL195W	APL5	AP-3 adaptor complex	wodak complexes
YGR261C	APL6	AP-3 adaptor complex	wodak complexes
YBR288C	APM3	AP-3 adaptor complex	wodak complexes
YJL024C	APS3	AP-3 adaptor complex	wodak complexes
YGR082W	TOM20	mitochondrial outer membrane translocase complex	wodak complexes
YNL131W	TOM22	mitochondrial outer membrane translocase complex	wodak complexes
YMR203W	TOM40	mitochondrial outer membrane translocase complex	wodak complexes
YPR133W-A	TOM5	mitochondrial outer membrane translocase complex	wodak complexes
YOR045W	TOM6	mitochondrial outer membrane translocase complex	wodak complexes
YNL070W	TOM7	mitochondrial outer membrane translocase complex	wodak complexes
YNL121C	TOM70	mitochondrial outer membrane translocase complex	wodak complexes
YLR015W	BRE2	COMPASS complex	wodak complexes
YDR469W	SDC1	COMPASS complex	wodak complexes
YHR119W	SET1	COMPASS complex	wodak complexes
YBR258C	SHG1	COMPASS complex	wodak complexes
YPL138C	SPP1	COMPASS complex	wodak complexes
YAR003W	SWD1	COMPASS complex	wodak complexes
YKL018W	SWD2	COMPASS complex	wodak complexes
YBR175W	SWD3	COMPASS complex	wodak complexes
YDR292C	SRP101	signal recognition particle receptor complex	wodak complexes
YKL154W	SRP102	signal recognition particle receptor complex	wodak complexes
YLR129W	DIP2	UTP B complex	wodak complexes
YCR057C	PWP2	UTP B complex	wodak complexes
YDR449C	UTP6	UTP B complex	wodak complexes
YLR222C	UTP13	UTP B complex	wodak complexes
YJL069C	UTP18	UTP B complex	wodak complexes
YLR409C	UTP21	UTP B complex	wodak complexes
YER090W	TRP2	anthranilate synthase complex	wodak complexes
YKL211C	TRP3	anthranilate synthase complex	wodak complexes
YLR381W	CTF3	Ctf3p protein complex	wodak complexes
YPR046W	MCM16	Ctf3p protein complex	wodak complexes
YJR135C	MCM22	Ctf3p protein complex	wodak complexes
YOL068C	HST1	Sum1p/Rfm1p/Hst1p complex	wodak complexes
YOR279C	RFM1	Sum1p/Rfm1p/Hst1p complex	wodak complexes
YDR310C	SUM1	Sum1p/Rfm1p/Hst1p complex	wodak complexes
YLR424W	SPP382	Ntr1p/Ntr2p/Prp43p complex	wodak complexes
YKR022C	NTR2	Ntr1p/Ntr2p/Prp43p complex	wodak complexes
YGL120C	PRP43	Ntr1p/Ntr2p/Prp43p complex	wodak complexes
YHR085W	IPI1	Rix1p complex	wodak complexes
YNL182C	IPI3	Rix1p complex	wodak complexes
YHR197W	RIX1	Rix1p complex	wodak complexes
YML043C	RRN11	RNA polymerase I transcription factor complex	wodak complexes
YBL014C	RRN6	RNA polymerase I transcription factor complex	wodak complexes
YJL025W	RRN7	RNA polymerase I transcription factor complex	wodak complexes
YNR017W	TIM23	mitochondrial inner membrane presequence translocase complex	wodak complexes
YJL104W	PAM16	mitochondrial inner membrane presequence translocase complex	wodak complexes
YLR008C	PAM18	mitochondrial inner membrane presequence translocase complex	wodak complexes
YJL143W	TIM17	mitochondrial inner membrane presequence translocase complex	wodak complexes
YGR033C	TIM21	mitochondrial inner membrane presequence translocase complex	wodak complexes
YPL063W	TIM50	mitochondrial inner membrane presequence translocase complex	wodak complexes
YER029C	SMB1	U1 snRNP complex	wodak complexes
YGR074W	SMD1	U1 snRNP complex	wodak complexes
YLR275W	SMD2	U1 snRNP complex	wodak complexes
YLR147C	SMD3	U1 snRNP complex	wodak complexes
YOR159C	SME1	U1 snRNP complex	wodak complexes
YFL017W-A	SMX2	U1 snRNP complex	wodak complexes
YPR182W	SMX3	U1 snRNP complex	wodak complexes
YDL087C	LUC7	U1 snRNP complex	wodak complexes
YBR119W	MUD1	U1 snRNP complex	wodak complexes
YHR086W	NAM8	U1 snRNP complex	wodak complexes
YML046W	PRP39	U1 snRNP complex	wodak complexes
YKL012W	PRP40	U1 snRNP complex	wodak complexes
YDR235W	PRP42	U1 snRNP complex	wodak complexes
YIL061C	SNP1	U1 snRNP complex	wodak complexes
YDR240C	SNU56	U1 snRNP complex	wodak complexes
YGR013W	SNU71	U1 snRNP complex	wodak complexes
YLR298C	YHC1	U1 snRNP complex	wodak complexes
YHR129C	ARP1	dynactin complex	wodak complexes
YDR106W	ARP10	dynactin complex	wodak complexes
YMR294W	JNM1	dynactin complex	wodak complexes
YPL174C	NIP100	dynactin complex	wodak complexes
YPL209C	IPL1	Aurora B-INCENP protein kinase complex	wodak complexes
YBR156C	SLI15	Aurora B-INCENP protein kinase complex	wodak complexes
YMR025W	CSI1	signalosome complex	wodak complexes
YJR084W	CSN12	signalosome complex	wodak complexes
YDR179C	CSN9	signalosome complex	wodak complexes
YIL071C	PCI8	signalosome complex	wodak complexes
YDL216C	RRI1	signalosome complex	wodak complexes
YOL117W	RRI2	signalosome complex	wodak complexes
YPL096W	PNG1	Png1p/Rad23p complex	wodak complexes
YEL037C	RAD23	Png1p/Rad23p complex	wodak complexes
YGR140W	CBF2	CBF3 complex	wodak complexes
YMR168C	CEP3	CBF3 complex	wodak complexes
YMR094W	CTF13	CBF3 complex	wodak complexes
YDR328C	SKP1	CBF3 complex	wodak complexes
YHR195W	NVJ1	Swh1p/Nvj1p complex	wodak complexes
YAR042W	SWH1	Swh1p/Nvj1p complex	wodak complexes
YMR186W	HSC82	HMC Complex	wodak complexes
YCL037C	SRO9	HMC Complex	wodak complexes
YBL075C	SSA3	HMC Complex	wodak complexes
YNL064C	YDJ1	HMC Complex	wodak complexes
YIL079C	AIR1	TRAMP complex (Air1p)	wodak complexes
YJL050W	MTR4	TRAMP complex (Air1p)	wodak complexes
YOL115W	PAP2	TRAMP complex (Air1p)	wodak complexes
YML057W	CMP2	calcineurin complex	wodak complexes
YLR433C	CNA1	calcineurin complex	wodak complexes
YKL190W	CNB1	calcineurin complex	wodak complexes
YOR178C	GAC1	Gac1p/Glc7p complex	wodak complexes
YER133W	GLC7	Gac1p/Glc7p complex	wodak complexes
YDL127W	PCL2	Pho85p/Pcl2p complex	wodak complexes
YPL031C	PHO85	Pho85p/Pcl2p complex	wodak complexes
YOR260W	GCD1	eIF2B	wodak complexes
YGR083C	GCD2	eIF2B	wodak complexes
YDR211W	GCD6	eIF2B	wodak complexes
YLR291C	GCD7	eIF2B	wodak complexes
YKR026C	GCN3	eIF2B	wodak complexes
YDR141C	DOP1	Dop1p/Mon2p complex	wodak complexes
YNL297C	MON2	Dop1p/Mon2p complex	wodak complexes
YDR347W	MRP1	mitochondrial ribosomal small subunit	wodak complexes
YDL045W-A	MRP10	mitochondrial ribosomal small subunit	wodak complexes
YGR084C	MRP13	mitochondrial ribosomal small subunit	wodak complexes
YKL003C	MRP17	mitochondrial ribosomal small subunit	wodak complexes
YPR166C	MRP2	mitochondrial ribosomal small subunit	wodak complexes
YBL090W	MRP21	mitochondrial ribosomal small subunit	wodak complexes
YHL004W	MRP4	mitochondrial ribosomal small subunit	wodak complexes
YPL118W	MRP51	mitochondrial ribosomal small subunit	wodak complexes
YPL013C	MRPS16	mitochondrial ribosomal small subunit	wodak complexes
YMR188C	MRPS17	mitochondrial ribosomal small subunit	wodak complexes
YNL306W	MRPS18	mitochondrial ribosomal small subunit	wodak complexes
YDR337W	MRPS28	mitochondrial ribosomal small subunit	wodak complexes
YGR165W	MRPS35	mitochondrial ribosomal small subunit	wodak complexes
YBR251W	MRPS5	mitochondrial ribosomal small subunit	wodak complexes
YMR158W	MRPS8	mitochondrial ribosomal small subunit	wodak complexes
YBR146W	MRPS9	mitochondrial ribosomal small subunit	wodak complexes
YNL137C	NAM9	mitochondrial ribosomal small subunit	wodak complexes
YOR158W	PET123	mitochondrial ribosomal small subunit	wodak complexes
YHR075C	PPE1	mitochondrial ribosomal small subunit	wodak complexes
YDR041W	RSM10	mitochondrial ribosomal small subunit	wodak complexes
YER050C	RSM18	mitochondrial ribosomal small subunit	wodak complexes
YNR037C	RSM19	mitochondrial ribosomal small subunit	wodak complexes
YKL155C	RSM22	mitochondrial ribosomal small subunit	wodak complexes
YGL129C	RSM23	mitochondrial ribosomal small subunit	wodak complexes
YDR175C	RSM24	mitochondrial ribosomal small subunit	wodak complexes
YIL093C	RSM25	mitochondrial ribosomal small subunit	wodak complexes
YJR101W	RSM26	mitochondrial ribosomal small subunit	wodak complexes
YGR215W	RSM27	mitochondrial ribosomal small subunit	wodak complexes
YJR113C	RSM7	mitochondrial ribosomal small subunit	wodak complexes
Q0140	VAR1	mitochondrial ribosomal small subunit	wodak complexes
YFR049W	YMR31	mitochondrial ribosomal small subunit	wodak complexes
YNL081C	SWS2	mitochondrial ribosomal small subunit	wodak complexes
