cluster	query_uniq1	query_ORF1
transcription from RNA polymerase II promoter	DAL82_sn2117	YNL314W
transcription from RNA polymerase II promoter	DAT1_dma3606	YML113W
transcription from RNA polymerase II promoter	DAT1_sn1871	YML113W
transcription from RNA polymerase II promoter	DCP2_tsa754	YNL118C
transcription from RNA polymerase II promoter	DCP2_tsq743	YNL118C
transcription from RNA polymerase II promoter	DEP1_sn2007	YAL013W
transcription from RNA polymerase II promoter	DIG1_sn838	YPL049C
transcription from RNA polymerase II promoter	DIG2_sn839	YDR480W
transcription from RNA polymerase II promoter	DOT6_dma1385	YER088C
transcription from RNA polymerase II promoter	DST1_sn1428	YGL043W
transcription from RNA polymerase II promoter	EAF3_dma5033	YPR023C
transcription from RNA polymerase II promoter	EAF3_sn1605	YPR023C
transcription from RNA polymerase II promoter	EAF7_dma4040	YNL136W
transcription from RNA polymerase II promoter	EAF7_sn2009	YNL136W
transcription from RNA polymerase II promoter	ECM22_dma3281	YLR228C
transcription from RNA polymerase II promoter	ECM22_sn3006	YLR228C
transcription from RNA polymerase II promoter	ELF1_dma2877	YKL160W
transcription from RNA polymerase II promoter	ELP2_dma1965	YGR200C
transcription from RNA polymerase II promoter	ELP2_sn1985	YGR200C
transcription from RNA polymerase II promoter	ELP3_dma4832	YPL086C
transcription from RNA polymerase II promoter	ELP3_sn1988	YPL086C
transcription from RNA polymerase II promoter	ELP4_dma4843	YPL101W
transcription from RNA polymerase II promoter	ELP4_sn1984	YPL101W
transcription from RNA polymerase II promoter	ELP6_dma3902	YMR312W
transcription from RNA polymerase II promoter	EMI1_dma1213	YDR512C
transcription from RNA polymerase II promoter	EMI1_sn1635	YDR512C
transcription from RNA polymerase II promoter	ERT1_dma418	YBR239C
transcription from RNA polymerase II promoter	ESA1_tsa560	YOR244W
transcription from RNA polymerase II promoter	ESA1_tsq560	YOR244W
transcription from RNA polymerase II promoter	ESA1_tsq563	YOR244W
transcription from RNA polymerase II promoter	ESS1_tsa698	YJR017C
transcription from RNA polymerase II promoter	FKH1_dma5310	YIL131C
transcription from RNA polymerase II promoter	FKH2_dma3974	YNL068C
transcription from RNA polymerase II promoter	FKH2_sn1576	YNL068C
transcription from RNA polymerase II promoter	FRA1_dma3059	YLL029W
transcription from RNA polymerase II promoter	FRA1_sn3480	YLL029W
transcription from RNA polymerase II promoter	FRA2_sn3589	YGL220W
transcription from RNA polymerase II promoter	FUN30_dma34	YAL019W
transcription from RNA polymerase II promoter	FUN30_sn1217	YAL019W
transcription from RNA polymerase II promoter	FZF1_dma1768	YGL254W
transcription from RNA polymerase II promoter	FZF1_sn1940	YGL254W
transcription from RNA polymerase II promoter	GAL4_dma4978	YPL248C
transcription from RNA polymerase II promoter	GAL4_sn2036	YPL248C
transcription from RNA polymerase II promoter	GAL80_dma3541	YML051W
transcription from RNA polymerase II promoter	GAL80_sn2030	YML051W
transcription from RNA polymerase II promoter	GAT1_dma1479	YFL021W
transcription from RNA polymerase II promoter	GAT1_sn2114	YFL021W
transcription from RNA polymerase II promoter	GAT2_dma3728	YMR136W
transcription from RNA polymerase II promoter	GCR2_sn1945	YNL199C
transcription from RNA polymerase II promoter	GIM3_dma4055	YNL153C
transcription from RNA polymerase II promoter	GIM3_sn1660	YNL153C
transcription from RNA polymerase II promoter	GIS1_dma896	YDR096W
transcription from RNA polymerase II promoter	GLC7_damp441	YER133W
transcription from RNA polymerase II promoter	GON7_sn700	YJL184W
transcription from RNA polymerase II promoter	GPB2_dma58	YAL056W
transcription from RNA polymerase II promoter	GPB2_sn2724	YAL056W
transcription from RNA polymerase II promoter	GSM1_sn1698	YJL103C
transcription from RNA polymerase II promoter	GTR2_sn1089	YGR163W
transcription from RNA polymerase II promoter	GTS1_dma1724	YGL181W
transcription from RNA polymerase II promoter	GZF3_dma2497	YJL110C
transcription from RNA polymerase II promoter	HAA1_dma5020	YPR008W
transcription from RNA polymerase II promoter	HAA1_sn2106	YPR008W
transcription from RNA polymerase II promoter	HAC1_dma1495	YFL031W
transcription from RNA polymerase II promoter	HAL9_sn2113	YOL089C
transcription from RNA polymerase II promoter	HAP1_sn1684	YLR256W
transcription from RNA polymerase II promoter	HAP2_sn2126	YGL237C
transcription from RNA polymerase II promoter	HAP3_dma117	YBL021C
transcription from RNA polymerase II promoter	HAP3_sn2127	YBL021C
transcription from RNA polymerase II promoter	HAP4_dma2841	YKL109W
transcription from RNA polymerase II promoter	HAP4_sn2125	YKL109W
transcription from RNA polymerase II promoter	HAP5_sn2128	YOR358W
transcription from RNA polymerase II promoter	HCM1_dma585	YCR065W
transcription from RNA polymerase II promoter	HCM1_sn2112	YCR065W
transcription from RNA polymerase II promoter	HDA1_dma3925	YNL021W
transcription from RNA polymerase II promoter	HDA1_sn1608	YNL021W
transcription from RNA polymerase II promoter	HDA2_sn2026	YDR295C
transcription from RNA polymerase II promoter	HDA3_dma5157	YPR179C
transcription from RNA polymerase II promoter	HDA3_sn2027	YPR179C
transcription from RNA polymerase II promoter	HFI1_sn2102	YPL254W
transcription from RNA polymerase II promoter	HHF1_dma188	YBR009C
transcription from RNA polymerase II promoter	HIR1_dma90	YBL008W
transcription from RNA polymerase II promoter	HIR2_dma4455	YOR038C
transcription from RNA polymerase II promoter	HIR2_sn1602	YOR038C
transcription from RNA polymerase II promoter	HIR3_dma2729	YJR140C
transcription from RNA polymerase II promoter	HIR3_sn1344	YJR140C
transcription from RNA polymerase II promoter	HMLALPHA1_sn4494	YCL066W
transcription from RNA polymerase II promoter	HMO1_sn1915	YDR174W
transcription from RNA polymerase II promoter	HMT1_dma212	YBR034C
transcription from RNA polymerase II promoter	HMT1_sn1856	YBR034C
transcription from RNA polymerase II promoter	HOG1_dma3195	YLR113W
transcription from RNA polymerase II promoter	HOG1_sn927	YLR113W
transcription from RNA polymerase II promoter	HOS1_sn1609	YPR068C
transcription from RNA polymerase II promoter	HOS3_sn1820	YPL116W
transcription from RNA polymerase II promoter	HOT1_sn984	YMR172W
transcription from RNA polymerase II promoter	HPC2_dma370	YBR215W
transcription from RNA polymerase II promoter	HPC2_sn1345	YBR215W
transcription from RNA polymerase II promoter	HSF1_tsa423	YGL073W
transcription from RNA polymerase II promoter	HSF1_tsq1116	YGL073W
transcription from RNA polymerase II promoter	HTA1_dma988	YDR225W
transcription from RNA polymerase II promoter	HTA1_sn1754	YDR225W
transcription from RNA polymerase II promoter	HTL1_damp1334	YCR020W-B
transcription from RNA polymerase II promoter	HTZ1_sn1603	YOL012C
transcription from RNA polymerase II promoter	IKI3_dma3413	YLR384C
transcription from RNA polymerase II promoter	IKI3_sn1989	YLR384C
transcription from RNA polymerase II promoter	IME1_dma2672	YJR094C
transcription from RNA polymerase II promoter	IMP2'_dma2383	YIL154C
transcription from RNA polymerase II promoter	INO2_dma920	YDR123C
transcription from RNA polymerase II promoter	INO2_sn1933	YDR123C
transcription from RNA polymerase II promoter	INO4_dma4387	YOL108C
transcription from RNA polymerase II promoter	INO4_sn1926	YOL108C
transcription from RNA polymerase II promoter	INO80_damp494	YGL150C
transcription from RNA polymerase II promoter	ISW1_dma413	YBR245C
transcription from RNA polymerase II promoter	ISW1_sn1192	YBR245C
transcription from RNA polymerase II promoter	ISW2_dma4700	YOR304W
transcription from RNA polymerase II promoter	ISW2_sn1195	YOR304W
transcription from RNA polymerase II promoter	ITC1_dma1691	YGL133W
transcription from RNA polymerase II promoter	ITC1_sn1776	YGL133W
transcription from RNA polymerase II promoter	IXR1_dma2770	YKL032C
transcription from RNA polymerase II promoter	IXR1_sn800	YKL032C
transcription from RNA polymerase II promoter	IZH2_sn283	YOL002C
transcription from RNA polymerase II promoter	JHD2_dma2722	YJR119C
transcription from RNA polymerase II promoter	JHD2_sn1716	YJR119C
transcription from RNA polymerase II promoter	KAE1_damp722	YKR038C
transcription from RNA polymerase II promoter	KAE1_tsq2084	YKR038C
transcription from RNA polymerase II promoter	KAE1_tsq2086	YKR038C
transcription from RNA polymerase II promoter	KIN28_damp286	YDL108W
transcription from RNA polymerase II promoter	KIN28_tsa109	YDL108W
transcription from RNA polymerase II promoter	KIN28_tsq1074	YDL108W
transcription from RNA polymerase II promoter	KTI12_dma2840	YKL110C
transcription from RNA polymerase II promoter	KTI12_sn1170	YKL110C
transcription from RNA polymerase II promoter	LDB7_sn699	YBL006C
transcription from RNA polymerase II promoter	LEO1_dma4542	YOR123C
transcription from RNA polymerase II promoter	LEO1_sn2096	YOR123C
transcription from RNA polymerase II promoter	LEU3_dma3496	YLR451W
transcription from RNA polymerase II promoter	LEU3_sn2014	YLR451W
transcription from RNA polymerase II promoter	MAF1_dma837	YDR005C
transcription from RNA polymerase II promoter	MAF1_sn1884	YDR005C
transcription from RNA polymerase II promoter	MBF1_dma4684	YOR298C-A
transcription from RNA polymerase II promoter	MBF1_sn1923	YOR298C-A
transcription from RNA polymerase II promoter	MED1_dma5068	YPR070W
transcription from RNA polymerase II promoter	MED1_sn2089	YPR070W
transcription from RNA polymerase II promoter	MED11_tsa799	YMR112C
transcription from RNA polymerase II promoter	MED11_tsq799	YMR112C
transcription from RNA polymerase II promoter	MED2_sn2090	YDL005C
transcription from RNA polymerase II promoter	MED4_tsa738	YOR174W
transcription from RNA polymerase II promoter	MED4_tsq738	YOR174W
transcription from RNA polymerase II promoter	MED6_tsa1053	YHR058C
transcription from RNA polymerase II promoter	MED6_tsa1094	YHR058C
transcription from RNA polymerase II promoter	MED6_tsq1055	YHR058C
transcription from RNA polymerase II promoter	MED6_tsq1323	YHR058C
transcription from RNA polymerase II promoter	MED7_tsa739	YOL135C
transcription from RNA polymerase II promoter	MED7_tsa740	YOL135C
transcription from RNA polymerase II promoter	MED7_tsq1165	YOL135C
transcription from RNA polymerase II promoter	MED7_tsq739	YOL135C
transcription from RNA polymerase II promoter	MED8_tsa741	YBR193C
transcription from RNA polymerase II promoter	MED8_tsa751	YBR193C
transcription from RNA polymerase II promoter	MED8_tsq741	YBR193C
transcription from RNA polymerase II promoter	MET28_dma2417	YIR017C
transcription from RNA polymerase II promoter	MET28_sn2001	YIR017C
transcription from RNA polymerase II promoter	MET31_sn2021	YPL038W
transcription from RNA polymerase II promoter	MET32_sn4467	YDR253C
transcription from RNA polymerase II promoter	MGA2_dma2426	YIR033W
transcription from RNA polymerase II promoter	MIG1_dma1612	YGL035C
transcription from RNA polymerase II promoter	MIG1_sn2012	YGL035C
transcription from RNA polymerase II promoter	MIG2_dma1735	YGL209W
transcription from RNA polymerase II promoter	MIG2_sn2015	YGL209W
transcription from RNA polymerase II promoter	MLP1_dma3022	YKR095W
transcription from RNA polymerase II promoter	MLP1_sn1572	YKR095W
transcription from RNA polymerase II promoter	MOT1_tsa363	YPL082C
transcription from RNA polymerase II promoter	MOT1_tsq1109	YPL082C
transcription from RNA polymerase II promoter	MOT3_dma3680	YMR070W
transcription from RNA polymerase II promoter	MOT3_sn2076	YMR070W
transcription from RNA polymerase II promoter	MSN1_dma4402	YOL116W
transcription from RNA polymerase II promoter	MSN1_sn269	YOL116W
transcription from RNA polymerase II promoter	MSN2_dma3655	YMR037C
transcription from RNA polymerase II promoter	MSN2_sn2043	YMR037C
transcription from RNA polymerase II promoter	MSN4_sn2041	YKL062W
transcription from RNA polymerase II promoter	MSS11_dma3762	YMR164C
transcription from RNA polymerase II promoter	MSS11_sn978	YMR164C
transcription from RNA polymerase II promoter	NAB3_tsa861	YPL190C
transcription from RNA polymerase II promoter	NAP1_dma2953	YKR048C
transcription from RNA polymerase II promoter	NAP1_sn1169	YKR048C
transcription from RNA polymerase II promoter	NHP6A_dma5060	YPR052C
transcription from RNA polymerase II promoter	NOT3_sn1992	YIL038C
transcription from RNA polymerase II promoter	NRG1_dma5221	YDR043C
transcription from RNA polymerase II promoter	NRG1_sn2002	YDR043C
transcription from RNA polymerase II promoter	NRG2_sn1824	YBR066C
transcription from RNA polymerase II promoter	NUP120_sn1862	YKL057C
transcription from RNA polymerase II promoter	NUP133_dma3009	YKR082W
transcription from RNA polymerase II promoter	NUP133_sn1863	YKR082W
transcription from RNA polymerase II promoter	NUP84_sn1869	YDL116W
transcription from RNA polymerase II promoter	NUT1_dma1703	YGL151W
transcription from RNA polymerase II promoter	NUT1_sn1982	YGL151W
transcription from RNA polymerase II promoter	NUT2_tsa818	YPR168W
transcription from RNA polymerase II promoter	NUT2_tsq1184	YPR168W
transcription from RNA polymerase II promoter	OAF1_dma39	YAL051W
transcription from RNA polymerase II promoter	OAF1_sn1911	YAL051W
transcription from RNA polymerase II promoter	OAF3_sn1717	YKR064W
transcription from RNA polymerase II promoter	OPI1_dma2042	YHL020C
transcription from RNA polymerase II promoter	OPI1_sn1938	YHL020C
transcription from RNA polymerase II promoter	PCF11_tsa685	YDR228C
transcription from RNA polymerase II promoter	PCF11_tsq685	YDR228C
transcription from RNA polymerase II promoter	PCF11_tsq686	YDR228C
transcription from RNA polymerase II promoter	PDC2_tsa1239	YDR081C
transcription from RNA polymerase II promoter	PDR1_dma1605	YGL013C
transcription from RNA polymerase II promoter	PDR1_sn2003	YGL013C
transcription from RNA polymerase II promoter	PDR8_dma3322	YLR266C
transcription from RNA polymerase II promoter	PDR8_sn2042	YLR266C
transcription from RNA polymerase II promoter	PHD1_sn1975	YKL043W
transcription from RNA polymerase II promoter	PHO2_dma688	YDL106C
transcription from RNA polymerase II promoter	PHO2_sn2122	YDL106C
transcription from RNA polymerase II promoter	PHO23_dma4020	YNL097C
transcription from RNA polymerase II promoter	PHO23_sn1191	YNL097C
transcription from RNA polymerase II promoter	PHO4_dma1561	YFR034C
transcription from RNA polymerase II promoter	PHO4_sn1914	YFR034C
transcription from RNA polymerase II promoter	PHO80_dma4274	YOL001W
transcription from RNA polymerase II promoter	PHO80_sn1978	YOL001W
transcription from RNA polymerase II promoter	PHO85_sn2933	YPL031C
transcription from RNA polymerase II promoter	PIP2_dma4764	YOR363C
transcription from RNA polymerase II promoter	PIP2_sn1912	YOR363C
transcription from RNA polymerase II promoter	PLP1_dma969	YDR183W
transcription from RNA polymerase II promoter	PLP2_tsq2354	YOR281C
transcription from RNA polymerase II promoter	POB3_tsa629	YML069W
transcription from RNA polymerase II promoter	POB3_tsa846	YML069W
transcription from RNA polymerase II promoter	POB3_tsa847	YML069W
transcription from RNA polymerase II promoter	POB3_tsq629	YML069W
transcription from RNA polymerase II promoter	POG1_dma5311	YIL122W
transcription from RNA polymerase II promoter	POG1_sn1580	YIL122W
transcription from RNA polymerase II promoter	PPR1_dma3117	YLR014C
transcription from RNA polymerase II promoter	PPR1_sn2035	YLR014C
transcription from RNA polymerase II promoter	PRR1_dma2836	YKL116C
transcription from RNA polymerase II promoter	PRR1_sn847	YKL116C
transcription from RNA polymerase II promoter	PTA1_damp180	YAL043C
transcription from RNA polymerase II promoter	PTA1_tsq1367	YAL043C
transcription from RNA polymerase II promoter	PTI1_tsq477	YGR156W
transcription from RNA polymerase II promoter	PTI1_tsq835	YGR156W
transcription from RNA polymerase II promoter	PUT3_dma2757	YKL015W
transcription from RNA polymerase II promoter	PUT3_sn1935	YKL015W
transcription from RNA polymerase II promoter	RAD23_sn1511	YEL037C
transcription from RNA polymerase II promoter	RAD4_sn1508	YER162C
transcription from RNA polymerase II promoter	RAD6_sn1675	YGL058W
transcription from RNA polymerase II promoter	RAD9_dma995	YDR217C
transcription from RNA polymerase II promoter	RAD9_sn1288	YDR217C
transcription from RNA polymerase II promoter	RAI1_damp1385	YGL246C
transcription from RNA polymerase II promoter	RAP1_damp901	YNL216W
transcription from RNA polymerase II promoter	RAT1_tsa914	YOR048C
transcription from RNA polymerase II promoter	RBA50_tsq1401	YDR527W
transcription from RNA polymerase II promoter	RCO1_dma3677	YMR075W
transcription from RNA polymerase II promoter	RFM1_dma4674	YOR279C
transcription from RNA polymerase II promoter	RFM1_sn1782	YOR279C
transcription from RNA polymerase II promoter	RFX1_dma3249	YLR176C
transcription from RNA polymerase II promoter	RFX1_sn1882	YLR176C
transcription from RNA polymerase II promoter	RGM1_dma3790	YMR182C
transcription from RNA polymerase II promoter	RGT1_dma2766	YKL038W
transcription from RNA polymerase II promoter	RGT1_sn1809	YKL038W
transcription from RNA polymerase II promoter	RIM101_sn2071	YHL027W
transcription from RNA polymerase II promoter	RLM1_dma4829	YPL089C
transcription from RNA polymerase II promoter	RME1_dma1830	YGR044C
transcription from RNA polymerase II promoter	RME1_sn1398	YGR044C
transcription from RNA polymerase II promoter	RNT1_tsa674	YMR239C
transcription from RNA polymerase II promoter	RNT1_tsq674	YMR239C
transcription from RNA polymerase II promoter	ROX1_dma5072	YPR065W
transcription from RNA polymerase II promoter	ROX1_sn1879	YPR065W
transcription from RNA polymerase II promoter	RPB2_tsa693	YOR151C
transcription from RNA polymerase II promoter	RPB4_sn1849	YJL140W
transcription from RNA polymerase II promoter	RPB5_tsq1373	YBR154C
transcription from RNA polymerase II promoter	RPB7_tsa1268	YDR404C
transcription from RNA polymerase II promoter	RPD3_sn1795	YNL330C
transcription from RNA polymerase II promoter	RPH1_sn1292	YER169W
transcription from RNA polymerase II promoter	RPI1_dma2358	YIL119C
transcription from RNA polymerase II promoter	RPN4_dma613	YDL020C
transcription from RNA polymerase II promoter	RPN4_sn4246	YDL020C
transcription from RNA polymerase II promoter	RPO21_tsa804	YDL140C
transcription from RNA polymerase II promoter	RPO21_tsq804	YDL140C
transcription from RNA polymerase II promoter	RPT1_tsa190	YKL145W
transcription from RNA polymerase II promoter	RPT1_tsq1090	YKL145W
transcription from RNA polymerase II promoter	RPT3_tsq785	YDR394W
transcription from RNA polymerase II promoter	RPT4_tsa260	YOR259C
transcription from RNA polymerase II promoter	RPT4_tsa263	YOR259C
transcription from RNA polymerase II promoter	RPT4_tsq1263	YOR259C
transcription from RNA polymerase II promoter	RPT4_tsq260	YOR259C
transcription from RNA polymerase II promoter	RPT6_tsa186	YGL048C
transcription from RNA polymerase II promoter	RPT6_tsa907	YGL048C
transcription from RNA polymerase II promoter	RPT6_tsq1207	YGL048C
transcription from RNA polymerase II promoter	RPT6_tsq910	YGL048C
transcription from RNA polymerase II promoter	RRD1_dma2384	YIL153W
transcription from RNA polymerase II promoter	RRD1_sn1290	YIL153W
transcription from RNA polymerase II promoter	RSC3_tsq503	YDR303C
transcription from RNA polymerase II promoter	RSC4_tsa498	YKR008W
transcription from RNA polymerase II promoter	RSC58_tsq1460	YLR033W
transcription from RNA polymerase II promoter	RSC6_tsq1433	YCR052W
transcription from RNA polymerase II promoter	RSC8_tsa998	YFR037C
transcription from RNA polymerase II promoter	RSC8_tsq1000	YFR037C
transcription from RNA polymerase II promoter	RSC8_tsq1001	YFR037C
transcription from RNA polymerase II promoter	RSC9_tsa1160	YML127W
transcription from RNA polymerase II promoter	RSC9_tsq1462	YML127W
transcription from RNA polymerase II promoter	RSF1_sn2476	YMR030W
transcription from RNA polymerase II promoter	RSP5_tsa182	YER125W
transcription from RNA polymerase II promoter	RSP5_tsa464	YER125W
transcription from RNA polymerase II promoter	RSP5_tsa465	YER125W
transcription from RNA polymerase II promoter	RSP5_tsq182	YER125W
transcription from RNA polymerase II promoter	RSP5_tsq464	YER125W
transcription from RNA polymerase II promoter	RSP5_tsq465	YER125W
transcription from RNA polymerase II promoter	RTF1_dma1775	YGL244W
transcription from RNA polymerase II promoter	RTF1_sn2097	YGL244W
transcription from RNA polymerase II promoter	RTG1_dma4346	YOL067C
transcription from RNA polymerase II promoter	RTG1_sn2115	YOL067C
transcription from RNA polymerase II promoter	RTG2_dma1770	YGL252C
transcription from RNA polymerase II promoter	RTG2_sn1823	YGL252C
transcription from RNA polymerase II promoter	RTG3_sn2104	YBL103C
